ORF	Length
YKL072W	2301
YKL073W	2646
YKL074C	1584
YKL075C	1353
YKL077W	1179
YKL078W	2208
YKL079W	1971
YKL080W	1179
YKL081W	1239
YKL082C	1305
YKL084W	351
YKL085W	1005
YKL086W	384
YKL087C	675
YKL088W	1716
YKL089W	1650
YKL090W	1332
YKL091C	933
YKL092C	3315
YKL093W	1020
YKL094W	942
YKL095W	837
YKL096C-B	150
YKL096W	720
YKL096W-A	279
YKL098W	1074
YKL099C	753
YKL100C	1764
YKL101W	4557
YKL103C	1545
YKL104C	2154
YKL105C	3399
YKL106C-A	120
YKL106W	1356
YKL107W	930
YKL108W	1362
YKL109W	1665
YKL110C	942
YKL112W	2196
YKL113C	1149
YKL114C	1104
YKL116C	1557
YKL117W	651
YKL119C	648
YKL120W	975
YKL121W	2559
YKL122C	504
YKL124W	1740
YKL125W	1884
YKL126W	2043
YKL127W	1713
YKL128C	888
YKL129C	3819
YKL130C	741
YKL132C	1293
YKL133C	1392
YKL134C	2319
YKL135C	2181
YKL137W	336
YKL138C	396
YKL138C-A	210
YKL139W	1587
YKL140W	1647
YKL141W	597
YKL142W	660
YKL143W	1392
YKL144C	639
YKL145W	1404
YKL146W	2079
YKL148C	1923
YKL149C	1218
YKL150W	909
YKL151C	1014
YKL152C	744
YKL154W	735
YKL155C	1887
YKL156W	249
YKL157W	2859
YKL159C	636
YKL160W	438
YKL161C	1302
YKL162C	1209
YKL163W	978
YKL164C	1026
YKL165C	2760
YKL166C	1197
YKL167C	414
YKL168C	2175
YKL170W	417
YKL171W	2787
YKL172W	1284
YKL173W	3027
YKL174C	1857
YKL175W	1512
YKL176C	2487
YKL178C	1413
YKL179C	2040
YKL180W	555
YKL181W	1284
YKL182W	6156
YKL183C-A	213
YKL183W	921
YKL184W	1401
YKL185W	1767
YKL186C	555
YKL187C	2253
YKL188C	2562
YKL189W	1200
YKL190W	528
YKL191W	1605
YKL192C	378
YKL193C	1017
YKL194C	1389
YKL195W	1212
YKL196C	603
YKL197C	3132
YKL198C	1989
YKL201C	3537
YKL203C	7425
YKL204W	1899
YKL205W	3303
YKL206C	804
YKL207W	762
YKL208W	816
YKL209C	3873
YKL210W	3075
YKL211C	1455
YKL212W	1872
YKL213C	2148
YKL214C	612
YKL215C	3861
YKL216W	945
YKL217W	1851
YKL218C	981
YKL219W	1224
YKL220C	2136
YKL221W	1422
YKL222C	2118
YKL224C	372
YKR001C	2115
YKR002W	1707
YKR003W	1347
YKR004C	1134
YKR005C	1578
YKR006C	795
YKR007W	555
YKR008W	1878
YKR009C	2703
YKR010C	2316
YKR011C	1062
YKR013W	990
YKR014C	705
YKR015C	1707
YKR016W	1623
YKR017C	1656
YKR018C	2178
YKR019C	1848
YKR020W	495
YKR021W	2748
YKR022C	969
YKR023W	1593
YKR024C	2229
YKR025W	849
YKR026C	918
YKR027W	2298
YKR028W	3102
YKR029C	2256
YKR030W	822
YKR031C	5052
YKR034W	810
YKR035W-A	615
YKR036C	1932
YKR037C	888
YKR038C	1161
YKR039W	1809
YKR041W	753
YKR042W	1098
YKR043C	816
YKR044W	1332
YKR045C	552
YKR046C	852
YKR048C	1254
YKR049C	402
YKR050W	2670
YKR051W	1257
YKR052C	915
YKR053C	1215
YKR054C	12279
YKR055W	876
YKR056W	1920
YKR057W	264
YKR058W	1851
YKR059W	1188
YKR060W	825
YKR061W	1278
YKR062W	987
YKR063C	1509
YKR064W	2592
YKR065C	594
YKR066C	1086
YKR067W	2232
YKR068C	582
YKR069W	1782
YKR070W	1059
YKR071C	1047
YKR072C	1689
YKR074W	468
YKR075C	924
YKR076W	1113
YKR077W	1092
YKR078W	1758
YKR079C	2517
YKR080W	963
YKR081C	1035
YKR082W	3474
YKR083C	402
YKR084C	1836
YKR085C	588
YKR086W	3216
YKR087C	1038
YKR088C	1014
YKR089C	2733
YKR090W	2121
YKR091W	741
YKR092C	1221
YKR093W	1806
YKR094C	387
YKR095W	5628
YKR095W-A	267
YKR096W	3588
YKR097W	1650
YKR098C	2154
YKR099W	2436
YKR100C	1068
YKR101W	1965
YKR102W	3510
YKR103W	3657
YKR104W	921
YKR105C	1749
YKR106W	1848
YLL001W	2274
YLL002W	1311
YLL003W	2841
YLL004W	1851
YLL005C	2607
YLL006W	1281
YLL006W-A	177
YLL007C	1998
YLL008W	2259
YLL009C	210
YLL010C	1284
YLL011W	1470
YLL012W	1722
YLL013C	2640
YLL014W	327
YLL015W	4680
YLL016W	3147
YLL017W	312
YLL018C	1674
YLL018C-A	297
YLL019C	2214
YLL021W	4401
YLL022C	1158
YLL023C	840
YLL024C	1920
YLL025W	375
YLL026W	2727
YLL027W	753
YLL028W	1761
YLL029W	2250
YLL031C	3054
YLL032C	2478
YLL033W	693
YLL034C	2514
YLL035W	1899
YLL036C	1512
YLL038C	744
YLL039C	1146
YLL040C	9435
YLL041C	801
YLL042C	504
YLL043W	2010
YLL045C	771
YLL046C	750
YLL048C	4986
YLL049W	540
YLL050C	432
YLL051C	2139
YLL052C	450
YLL053C	459
YLL054C	2532
YLL055W	1596
YLL056C	897
YLL057C	1239
YLL058W	1728
YLL060C	702
YLL061W	1752
YLL062C	975
YLL063C	1425
YLL064C	363
YLL066C	3618
YLL066W-B	171
YLL067C	3618
YLR001C	2589
YLR002C	1992
YLR003C	876
YLR004C	1572
YLR005W	1386
YLR006C	2139
YLR007W	1011
YLR008C	507
YLR009W	600
YLR010C	483
YLR011W	576
YLR012C	300
YLR013W	426
YLR014C	2715
YLR015W	1518
YLR016C	615
YLR017W	1014
YLR018C	900
YLR019W	1194
YLR020C	1617
YLR021W	540
YLR022C	753
YLR023C	1632
YLR024C	5619
YLR025W	723
YLR026C	1023
YLR027C	1257
YLR028C	1776
YLR029C	615
YLR030W	792
YLR031W	561
YLR032W	3510
YLR033W	1509
YLR034C	1422
YLR035C	2088
YLR036C	612
YLR037C	375
YLR038C	252
YLR039C	3171
YLR040C	675
YLR042C	486
YLR043C	312
YLR044C	1692
YLR045C	2667
YLR046C	813
YLR047C	2061
YLR048W	759
YLR049C	1287
YLR050C	486
YLR051C	654
YLR052W	753
YLR053C	327
YLR054C	2175
YLR055C	1809
YLR056W	1098
YLR057W	2550
YLR058C	1410
YLR059C	810
YLR060W	1788
YLR061W	366
YLR063W	1098
YLR064W	822
YLR065C	546
YLR066W	555
YLR067C	2898
YLR068W	456
YLR069C	2286
YLR070C	1071
YLR071C	3249
YLR072W	2082
YLR073C	603
YLR074C	501
YLR075W	666
YLR077W	1752
YLR078C	735
YLR079W	855
YLR080W	1335
YLR081W	1725
YLR082C	1179
YLR083C	2004
YLR084C	3663
YLR085C	1317
YLR086W	4257
YLR087C	8877
YLR088W	1845
YLR089C	1779
YLR090W	1380
YLR091W	882
YLR092W	2682
YLR093C	762
YLR094C	1509
YLR095C	2439
YLR096W	3444
YLR097C	1035
YLR098C	1947
YLR099C	1185
YLR099W-A	264
YLR100W	1044
YLR102C	798
YLR103C	1953
YLR104W	396
YLR105C	1134
YLR106C	14733
YLR107W	1215
YLR108C	1458
YLR109W	531
YLR110C	402
YLR113W	1308
YLR114C	2295
YLR115W	2580
YLR116W	1431
YLR117C	2064
YLR118C	684
YLR119W	642
YLR120C	1710
YLR121C	1527
YLR125W	411
YLR126C	756
YLR127C	2562
YLR128W	810
YLR129W	2832
YLR130C	1269
YLR131C	2313
YLR132C	873
YLR133W	1749
YLR134W	1692
YLR135W	2247
YLR136C	858
YLR137W	1104
YLR138W	2958
YLR139C	1932
YLR141W	1092
YLR142W	1431
YLR143W	2058
YLR144C	2340
YLR145W	606
YLR146C	903
YLR146W-A	189
YLR147C	306
YLR148W	2757
YLR149C	2193
YLR150W	822
YLR151C	1023
YLR152C	1731
YLR153C	2052
YLR163C	1389
YLR164W	507
YLR165C	765
YLR166C	2616
YLR167W	459
YLR168C	693
YLR170C	471
YLR172C	903
YLR173W	1827
YLR174W	1239
YLR175W	1452
YLR176C	2436
YLR177W	1887
YLR178C	660
YLR179C	606
YLR180W	1149
YLR181C	993
YLR182W	2412
YLR183C	1470
YLR185W	267
YLR186W	759
YLR187W	3081
YLR188W	2088
YLR189C	3597
YLR190W	1476
YLR191W	1161
YLR192C	798
YLR193C	528
YLR194C	765
YLR195C	1368
YLR196W	1731
YLR197W	1515
YLR199C	831
YLR200W	345
YLR201C	783
YLR203C	1311
YLR204W	336
YLR205C	954
YLR206W	1842
YLR207W	2502
YLR208W	894
YLR209C	936
YLR210W	1383
YLR211C	681
YLR212C	1422
YLR213C	1269
YLR214W	2061
YLR215C	1083
YLR216C	1116
YLR218C	453
YLR219W	2187
YLR220W	969
YLR221C	663
YLR222C	2454
YLR223C	3258
YLR224W	1110
YLR225C	1224
YLR226W	1188
YLR227C	1482
YLR228C	2445
YLR229C	576
YLR231C	1362
YLR233C	2100
YLR234W	1971
YLR237W	1797
YLR238W	1437
YLR239C	987
YLR240W	2628
YLR241W	2349
YLR242C	966
YLR243W	819
YLR244C	1164
YLR245C	429
YLR246W	1080
YLR247C	4671
YLR248W	1833
YLR249W	3135
YLR250W	705
YLR251W	594
YLR253W	1710
YLR254C	570
YLR256W	4509
YLR257W	966
YLR258W	2118
YLR259C	1719
YLR260W	2064
YLR261C	327
YLR262C	648
YLR262C-A	195
YLR263W	2484
YLR264C-A	117
YLR264W	204
YLR265C	1029
YLR266C	2106
YLR267W	1713
YLR268W	645
YLR270W	1053
YLR271W	825
YLR272C	3531
YLR273C	1947
YLR274W	2328
YLR275W	333
YLR276C	1785
YLR277C	2340
YLR278C	4026
YLR281C	468
YLR283W	945
YLR284C	843
YLR285C-A	171
YLR285W	786
YLR286C	1689
YLR287C	1068
YLR287C-A	192
YLR288C	1425
YLR289W	1938
YLR290C	834
YLR291C	1146
YLR292C	582
YLR293C	660
YLR295C	375
YLR297W	390
YLR298C	696
YLR299W	1983
YLR300W	1347
YLR301W	735
YLR303W	1335
YLR304C	2337
YLR305C	5703
YLR306W	567
YLR307C-A	264
YLR307W	906
YLR308W	939
YLR309C	2736
YLR310C	4770
YLR312C	1197
YLR312W-A	762
YLR313C	1593
YLR314C	1563
YLR315W	462
YLR316C	969
YLR318W	2655
YLR319C	2367
YLR320W	4365
YLR321C	1281
YLR323C	780
YLR324W	1572
YLR325C	237
YLR326W	723
YLR327C	261
YLR328W	1206
YLR329W	795
YLR330W	2016
YLR332W	1131
YLR333C	327
YLR335W	2163
YLR336C	2700
YLR337C	2454
YLR340W	939
YLR341W	1434
YLR342W	5631
YLR342W-A	174
YLR343W	1668
YLR344W	384
YLR345W	1530
YLR346C	306
YLR347C	2586
YLR348C	897
YLR350W	651
YLR351C	876
YLR352W	2424
YLR353W	1812
YLR354C	1008
YLR355C	1188
YLR356W	594
YLR357W	2670
YLR358C	564
YLR359W	1449
YLR360W	1320
YLR361C	1737
YLR361C-A	297
YLR362W	2154
YLR363C	657
YLR363W-A	258
YLR364W	330
YLR367W	393
YLR368W	1797
YLR369W	1974
YLR370C	537
YLR371W	4071
YLR372W	1038
YLR373C	2706
YLR375W	1032
YLR376C	729
YLR377C	1047
YLR378C	1443
YLR380W	1227
YLR381W	2202
YLR382C	2685
YLR383W	3345
YLR384C	4050
YLR385C	399
YLR386W	2643
YLR387C	1299
YLR388W	171
YLR389C	3084
YLR390W	339
YLR390W-A	717
YLR392C	1557
YLR393W	840
YLR394W	1449
YLR395C	237
YLR396C	2076
YLR397C	2343
YLR398C	3864
YLR399C	2061
YLR401C	2007
YLR403W	2052
YLR404W	858
YLR405W	1104
YLR406C	342
YLR406C-A	150
YLR407W	687
YLR408C	369
YLR409C	2820
YLR410W	3441
YLR411W	726
YLR412C-A	207
YLR412W	825
YLR413W	2028
YLR414C	792
YLR415C	339
YLR417W	1701
YLR418C	1182
YLR419W	4308
YLR420W	1095
YLR421C	471
YLR422W	5799
YLR423C	1254
YLR424W	2127
YLR425W	3924
YLR426W	981
YLR427W	2013
YLR429W	1956
YLR430W	6696
YLR431C	1362
YLR432W	1572
YLR433C	1662
YLR435W	618
YLR436C	3825
YLR437C	402
YLR438C-A	270
YLR438W	1275
YLR439W	960
YLR440C	2130
YLR441C	768
YLR442C	2937
YLR443W	1347
YLR445W	567
YLR446W	1302
YLR447C	1038
YLR448W	531
YLR449W	1179
YLR450W	3138
YLR451W	2661
YLR452C	2097
YLR453C	1188
YLR454W	7887
YLR455W	915
YLR456W	615
YLR457C	960
YLR459W	1185
YLR460C	1131
YLR461W	363
YLR462W	609
YLR464W	651
YLR466W	4149
YLR467W	5391
YML001W	627
YML002W	2214
YML003W	873
YML004C	981
YML005W	1389
YML006C	2325
YML007C-A	111
YML007W	1953
YML008C	1152
YML009C	213
YML010W	3192
YML011C	534
YML012W	636
YML013W	1755
YML014W	840
YML015C	1041
YML016C	2079
YML017W	1782
YML018C	1182
YML019W	999
YML020W	1995
YML021C	1080
YML022W	564
YML023C	1671
YML024W	411
YML025C	861
YML026C	441
YML027W	1158
YML028W	591
YML029W	2517
YML030W	480
YML031W	1968
YML032C	1416
YML034W	2505
YML035C	2433
YML036W	546
YML037C	1023
YML038C	1329
YML041C	843
YML042W	2013
YML043C	1524
YML046W	1890
YML047C	1059
YML048W	1212
YML049C	4086
YML050W	936
YML051W	1308
YML052W	909
YML053C	639
YML054C	1776
YML054C-A	159
YML055W	537
YML056C	1575
YML057W	1815
YML058W	315
YML058W-A	207
YML059C	5040
YML060W	1131
YML061C	2580
YML062C	1179
YML063W	768
YML064C	738
YML065W	2745
YML066C	1110
YML067C	1059
YML068W	1395
YML069W	1659
YML070W	1755
YML071C	1824
YML072C	4638
YML073C	531
YML074C	1236
YML075C	3165
YML076C	2835
YML077W	480
YML078W	549
YML079W	606
YML080W	1272
YML081C-A	180
YML081W	3756
YML082W	1950
YML083C	1257
YML085C	1344
YML086C	1581
YML087C	939
YML088W	2007
YML091C	3609
YML092C	753
YML093W	2700
YML094W	492
YML095C	633
YML096W	1578
YML097C	1356
YML098W	504
YML099C	2643
YML100W	3297
YML100W-A	174
YML101C	354
YML102W	1407
YML103C	4968
YML104C	3384
YML105C	822
YML106W	681
YML107C	1005
YML108W	318
YML109W	2829
YML110C	924
YML111W	2763
YML112W	891
YML113W	747
YML114C	1533
YML115C	1608
YML116W	1629
YML117W	3405
YML118W	1518
YML119W	1074
YML120C	1542
YML121W	933
YML123C	1764
YML124C	1338
YML125C	939
YML126C	1476
YML127W	1746
YML128C	1542
YML129C	213
YML130C	1692
YML131W	1098
YML132W	1140
YML133C	4125
YMR001C	2118
YMR001C-A	231
YMR002W	471
YMR003W	597
YMR004W	1536
YMR005W	1167
YMR006C	2121
YMR008C	1995
YMR009W	540
YMR010W	1218
YMR011W	1626
YMR012W	3834
YMR013C	1560
YMR014W	1560
YMR015C	1617
YMR016C	2358
YMR017W	1194
YMR018W	1545
YMR019W	2850
YMR020W	1527
YMR021C	1254
YMR022W	498
YMR023C	1581
YMR024W	1173
YMR025W	888
YMR026C	1200
YMR027W	1413
YMR028W	1101
YMR029C	1572
YMR030W	1131
YMR030W-A	291
YMR031C	2532
YMR032W	2010
YMR033W	1404
YMR034C	1305
YMR035W	534
YMR036C	1665
YMR037C	2115
YMR038C	750
YMR039C	879
YMR040W	483
YMR041C	1008
YMR042W	534
YMR043W	861
YMR044W	1428
YMR047C	3342
YMR048W	954
YMR049C	2424
YMR052W	615
YMR053C	2553
YMR054W	2673
YMR055C	921
YMR056C	930
YMR058W	1911
YMR059W	387
YMR060C	984
YMR061W	2034
YMR062C	1326
YMR063W	720
YMR064W	1557
YMR065W	1515
YMR066W	2697
YMR067C	1251
YMR068W	1281
YMR069W	858
YMR070W	1473
YMR071C	504
YMR072W	552
YMR073C	606
YMR074C	438
YMR075W	2055
YMR076C	3834
YMR077C	666
YMR078C	2226
YMR079W	915
YMR080C	2916
YMR081C	1017
YMR083W	1128
YMR084W	789
YMR085W	1299
YMR086W	2883
YMR087W	855
YMR088C	1689
YMR089C	2478
YMR090W	684
YMR091C	1308
YMR092C	1848
YMR093W	1542
YMR094W	1437
YMR095C	675
YMR096W	894
YMR097C	1104
YMR098C	1839
YMR099C	894
YMR100W	1863
YMR101C	1032
YMR102C	2505
YMR104C	2034
YMR105C	1710
YMR105W-A	195
YMR106C	1890
YMR107W	348
YMR108W	2064
YMR109W	3660
YMR110C	1599
YMR111C	1389
YMR112C	396
YMR113W	1284
YMR114C	1107
YMR115W	1506
YMR116C	960
YMR117C	642
YMR118C	591
YMR119W	1875
YMR120C	1779
YMR121C	615
YMR122W-A	255
YMR123W	369
YMR124W	2832
YMR125W	2586
YMR126C	1029
YMR127C	1017
YMR128W	3804
YMR129W	4014
YMR130W	909
YMR131C	1536
YMR132C	627
YMR133W	1287
YMR134W	714
YMR135C	1368
YMR136W	1683
YMR137C	1986
YMR138W	576
YMR139W	1113
YMR140W	1470
YMR142C	600
YMR143W	432
YMR144W	1029
YMR145C	1683
YMR146C	1044
YMR147W	672
YMR148W	447
YMR149W	861
YMR150C	573
YMR152W	1098
YMR153W	1428
YMR154C	2184
YMR155W	1644
YMR156C	717
YMR157C	768
YMR158C-A	138
YMR158W	468
YMR159C	453
YMR160W	2451
YMR161W	675
YMR162C	4971
YMR163C	2118
YMR164C	2277
YMR165C	2589
YMR166C	1107
YMR167W	2310
YMR168C	1827
YMR169C	1521
YMR170C	1521
YMR171C	1653
YMR172W	2160
YMR173W	1293
YMR174C	207
YMR175W	240
YMR175W-A	195
YMR176W	4236
YMR177W	1533
YMR178W	825
YMR179W	2277
YMR180C	963
YMR181C	465
YMR182C	636
YMR182W-A	87
YMR183C	888
YMR184W	597
YMR185W	2946
YMR186W	2118
YMR187C	1296
YMR188C	714
YMR189W	3105
YMR190C	4344
YMR191W	1122
YMR192W	2163
YMR193W	777
YMR194C-B	222
YMR194W	303
YMR195W	384
YMR196W	3267
YMR197C	654
YMR198W	1785
YMR199W	1641
YMR200W	771
YMR201C	1116
YMR202W	669
YMR203W	1164
YMR204C	1263
YMR205C	2880
YMR206W	942
YMR207C	6372
YMR208W	1332
YMR209C	1374
YMR210W	1350
YMR211W	1428
YMR212C	2349
YMR213W	1773
YMR214W	1134
YMR215W	1575
YMR216C	2229
YMR217W	1578
YMR218C	3309
YMR219W	4977
YMR220W	1356
YMR221C	1515
YMR222C	672
YMR223W	1416
YMR224C	2079
YMR225C	297
YMR226C	804
YMR227C	1773
YMR228W	1026
YMR229C	5190
YMR230W	318
YMR230W-A	189
YMR231W	3090
YMR232W	2034
YMR233W	681
YMR234W	1047
YMR235C	1224
YMR236W	474
YMR237W	2175
YMR238W	1377
YMR239C	1416
YMR240C	1311
YMR241W	945
YMR242C	519
YMR242W-A	90
YMR243C	1329
YMR244C-A	315
YMR244W	1068
YMR246W	2085
YMR247C	4689
YMR247W-A	144
YMR250W	1758
YMR251W	1101
YMR251W-A	180
YMR252C	405
YMR253C	1245
YMR255W	567
YMR256C	183
YMR257C	2403
YMR258C	1662
YMR259C	4263
YMR260C	462
YMR261C	3165
YMR262W	942
YMR263W	606
YMR264W	612
YMR265C	1386
YMR266W	2862
YMR267W	933
YMR268C	1335
YMR269W	636
YMR270C	1098
YMR271C	684
YMR272C	1155
YMR272W-B	108
YMR273C	2748
YMR274C	948
YMR275C	2931
YMR276W	1122
YMR277W	2199
YMR278W	1869
YMR279C	1623
YMR280C	4302
YMR281W	915
YMR282C	1743
YMR283C	1542
YMR284W	1809
YMR285C	1548
YMR286W	261
YMR287C	2910
YMR288W	2916
YMR289W	1125
YMR290C	1518
YMR291W	1761
YMR292W	417
YMR293C	1395
YMR294W	1122
YMR295C	594
YMR296C	1677
YMR297W	1599
YMR298W	453
YMR299C	939
YMR300C	1533
YMR301C	2073
YMR302C	2553
YMR303C	1047
YMR304W	3693
YMR305C	1170
YMR306W	5358
YMR307W	1680
YMR308C	3270
YMR309C	2439
YMR310C	954
YMR311C	690
YMR312W	822
YMR313C	1929
YMR314W	705
YMR315W	1050
YMR315W-A	108
YMR316C-A	312
YMR316W	1011
YMR317W	3423
YMR318C	1083
YMR319C	1659
YMR321C	318
YMR322C	714
YMR323W	1314
YMR325W	375
YNL001W	1161
YNL002C	969
YNL003C	855
YNL004W	1365
YNL005C	1116
YNL006W	912
YNL007C	1059
YNL008C	2031
YNL009W	1263
YNL010W	726
YNL011C	1335
YNL012W	1896
YNL014W	3135
YNL015W	228
YNL016W	1362
YNL018C	1839
YNL019C	855
YNL020C	1917
YNL021W	2121
YNL022C	1473
YNL023C	2898
YNL024C	741
YNL024C-A	219
YNL025C	972
YNL026W	1455
YNL027W	2037
YNL029C	1569
YNL030W	312
YNL031C	411
YNL032W	846
YNL033W	855
YNL034W	1839
YNL035C	1170
YNL036W	666
YNL037C	1083
YNL038W	690
YNL039W	1785
YNL040W	1371
YNL041C	2520
YNL042W	1191
YNL042W-B	258
YNL044W	531
YNL045W	2016
YNL046W	519
YNL047C	1971
YNL048W	1647
YNL049C	2631
YNL050C	813
YNL051W	1212
YNL052W	462
YNL053W	1470
YNL054W	3498
YNL054W-B	5250
YNL055C	852
YNL056W	594
YNL058C	951
YNL059C	2268
YNL061W	1857
YNL062C	1437
YNL063W	945
YNL064C	1230
YNL065W	1761
YNL066W	1263
YNL067W	576
YNL067W-B	141
YNL068C	2589
YNL069C	597
YNL070W	183
YNL071W	1449
YNL072W	924
YNL073W	1731
YNL074C	1359
YNL075W	873
YNL076W	1755
YNL077W	1587
YNL078W	1224
YNL079C	600
YNL080C	1101
YNL081C	432
YNL082W	2622
YNL083W	1485
YNL084C	1050
YNL085W	2493
YNL086W	309
YNL087W	3537
YNL088W	4287
YNL090W	579
YNL091W	3723
YNL092W	1203
YNL093W	663
YNL094W	1764
YNL095C	1929
YNL096C	573
YNL097C	993
YNL097C-B	123
YNL098C	969
YNL099C	717
YNL100W	705
YNL101W	2142
YNL102W	4407
YNL103W	2019
YNL104C	1860
YNL106C	3552
YNL107W	681
YNL108C	813
YNL110C	663
YNL111C	363
YNL112W	1641
YNL113W	429
YNL115C	1935
YNL116W	1569
YNL117W	1665
YNL118C	2913
YNL119W	1482
YNL121C	1854
YNL122C	348
YNL123W	2994
YNL124W	1479
YNL125C	2022
YNL126W	2541
YNL127W	2862
YNL128W	1305
YNL129W	723
YNL130C	1182
YNL130C-A	147
YNL131W	459
YNL132W	3171
YNL133C	522
YNL134C	1131
YNL135C	345
YNL136W	1278
YNL137C	1461
YNL138W	1581
YNL138W-A	258
YNL139C	4794
YNL140C	570
YNL141W	1044
YNL142W	1500
YNL143C	393
YNL144C	2223
YNL145W	117
YNL146C-A	195
YNL146W	303
YNL147W	348
YNL148C	765
YNL149C	390
YNL151C	756
YNL152W	1230
YNL153C	390
YNL154C	1641
YNL155W	825
YNL156C	900
YNL157W	507
YNL158W	597
YNL159C	870
YNL160W	1065
YNL161W	2271
YNL162W	321
YNL162W-A	219
YNL163C	3333
YNL164C	1056
YNL165W	1221
YNL166C	1347
YNL167C	1944
YNL168C	780
YNL169C	1503
YNL172W	5247
YNL173C	1101
YNL175C	1212
YNL176C	1911
YNL177C	930
YNL178W	723
YNL180C	996
YNL181W	1224
YNL182C	1668
YNL183C	2373
YNL184C	327
YNL185C	477
YNL186W	2379
YNL187W	1074
YNL188W	1302
YNL189W	1629
YNL190W	615
YNL191W	1074
YNL192W	3396
YNL193W	1677
YNL194C	906
YNL195C	786
YNL196C	897
YNL197C	1986
YNL199C	1605
YNL200C	741
YNL201C	2577
YNL202W	879
YNL204C	903
YNL206C	1368
YNL207W	1278
YNL208W	600
YNL209W	1842
YNL210W	813
YNL211C	261
YNL212W	2349
YNL213C	645
YNL214W	600
YNL215W	963
YNL216W	2484
YNL217W	981
YNL218W	1764
YNL219C	1668
YNL220W	1302
YNL221C	2628
YNL222W	621
YNL223W	1485
YNL224C	2304
YNL225C	1746
YNL227C	1773
YNL229C	1065
YNL230C	1140
YNL231C	1056
YNL232W	879
YNL233W	2679
YNL234W	1281
YNL236W	2925
YNL237W	1380
YNL238W	2445
YNL239W	1365
YNL240C	1476
YNL241C	1518
YNL242W	4779
YNL243W	2907
YNL244C	327
YNL245C	540
YNL246W	795
YNL247W	2304
YNL248C	1248
YNL249C	1629
YNL250W	3939
YNL251C	1728
YNL252C	846
YNL253W	1269
YNL254C	1206
YNL255C	462
YNL256W	2475
YNL257C	3690
YNL258C	2265
YNL259C	222
YNL260C	597
YNL261W	1440
YNL262W	6669
YNL263C	945
YNL264C	1053
YNL265C	897
YNL267W	3201
YNL268W	1836
YNL269W	396
YNL270C	1722
YNL271C	5862
YNL272C	2280
YNL273W	3717
YNL274C	1053
YNL275W	1731
YNL277W	1461
YNL277W-A	189
YNL278W	3183
YNL279W	1986
YNL280C	1317
YNL281W	462
YNL282W	588
YNL283C	1512
YNL284C	969
YNL286W	858
YNL287W	2808
YNL288W	1122
YNL289W	840
YNL290W	1023
YNL291C	1647
YNL292W	1212
YNL293W	1902
YNL294C	1602
YNL295W	1575
YNL297C	4911
YNL298W	2529
YNL299W	1929
YNL300W	309
YNL301C	561
YNL302C	435
YNL304W	1254
YNL305C	894
YNL306W	654
YNL307C	1128
YNL308C	1776
YNL309W	1263
YNL310C	525
YNL311C	2292
YNL312W	822
YNL313C	2715
YNL314W	768
YNL315C	957
YNL316C	1005
YNL317W	1398
YNL318C	1623
YNL320W	855
YNL321W	2727
YNL322C	942
YNL323W	1245
YNL325C	2640
YNL326C	1011
YNL327W	3126
YNL328C	441
YNL329C	3093
YNL330C	1302
YNL331C	1131
YNL332W	1023
YNL333W	897
YNL334C	669
YNL335W	678
YNL336W	1146
YNL339C	5580
YNR001C	1440
YNR002C	849
YNR003C	954
YNR004W	441
YNR006W	1869
YNR007C	933
YNR008W	1986
YNR009W	750
YNR010W	450
YNR011C	2631
YNR012W	1506
YNR013C	2685
YNR014W	639
YNR015W	1155
YNR016C	6702
YNR017W	669
YNR018W	675
YNR019W	1929
YNR020C	813
YNR021W	1215
YNR022C	420
YNR023W	1701
YNR024W	561
YNR026C	1416
YNR027W	954
YNR028W	927
YNR029C	1290
YNR030W	1656
YNR031C	4740
YNR032C-A	222
YNR032W	1107
YNR033W	2364
YNR034W	966
YNR034W-A	297
YNR035C	1029
YNR036C	462
YNR037C	276
YNR038W	1890
YNR039C	1818
YNR040W	771
YNR041C	1119
YNR043W	1191
YNR044W	2178
YNR045W	1470
YNR046W	408
YNR047W	2682
YNR048W	1182
YNR049C	633
YNR050C	1341
YNR051C	1548
YNR052C	1302
YNR053C	1461
YNR054C	951
YNR055C	1761
YNR056C	1686
YNR057C	714
YNR058W	1443
YNR059W	1743
YNR060W	2160
YNR061C	660
YNR062C	984
YNR063W	1824
YNR064C	873
YNR065C	3351
YNR066C	1311
YNR067C	3354
YNR068C	819
YNR069C	1470
YNR070W	4002
YNR071C	1029
YNR072W	1695
YNR073C	1509
YNR074C	1137
YNR075C-A	93
YNR075W	1125
YNR076W	363
YNR077C	255
YOL001W	882
YOL002C	954
YOL003C	1137
YOL004W	4611
YOL005C	363
YOL006C	2310
YOL007C	1026
YOL008W	624
YOL009C	816
YOL010W	1104
YOL011W	2061
YOL012C	405
YOL013C	1656
YOL013W-A	192
YOL014W	375
YOL015W	1761
YOL016C	1344
YOL017W	2145
YOL018C	1194
YOL019W	1656
YOL019W-A	153
YOL020W	1779
YOL021C	3006
YOL022C	1227
YOL023W	2031
YOL024W	519
YOL025W	1983
YOL026C	342
YOL027C	1722
YOL028C	738
YOL029C	606
YOL030W	1455
YOL031C	1266
YOL032W	741
YOL033W	1611
YOL034W	3282
YOL036W	2286
YOL038C-A	96
YOL038W	765
YOL039W	321
YOL040C	429
YOL041C	1380
YOL042W	1092
YOL043C	1143
YOL044W	1152
YOL045W	3306
YOL047C	1071
YOL048C	1029
YOL049W	1476
YOL051W	3246
